QUOTE;AUTHOR;GENRE
We are the only class in history that has been left to fight its battles alone, unaided by the ruling powers. White labor and the freed black men had their champions, but where are ours?;Elizabeth Cady Stanton;alone
I'm more like my father, personality-wise. But my mom and I get alone really well - obviously, because my mom and my dad get along so well.;Jenna Bush;alone
As I've gotten older I've occasionally found myself nostalgic for earlier periods of solitude, though I realize that's also likely a false nostalgia, as I know there was nothing I wanted more during those periods than to not be alone, whatever that means.;Chris Ware;alone
He alone loves the Creator perfectly who manifests a pure love for his neighbor.;Venerable Bede;alone
For every five well-adjusted and smoothly functioning Americans, there are two who never had the chance to discover themselves. It may well be because they have never been alone with themselves.;Marya Mannes;alone
Our ideal is to make her ever stronger and better and finer, because in that way alone, as we believe, can she be of the greatest service to the world's peace and to the welfare of mankind.;Henry Cabot Lodge;alone
Each year over 2,500 commercial vessels enter the Port of Hampton Roads alone, so adequate funding for port security is a significant issue for those of us who live in Richmond and Hampton Roads.;Bobby Scott;alone
I love the way you can fall in love with a piece of literature how words alone can get your heart doing that.;Laura Marling;alone
I need some isolation, it's necessary to me, that's just who I am. I need to be left alone.;Laura Marling;alone
When you have two busy kids running around the house, returning e-mails is a task, let alone surfing the web.;Tom Brady;alone
The way life manages information involves a logical structure that differs fundamentally from mere complex chemistry. Therefore chemistry alone will not explain life's origin, any more than a study of silicon, copper and plastic will explain how a computer can execute a program.;Paul Davies;alone
Perhaps the best motivation for going to Mars is political. It is obvious that no single nation currently has either the will or the resources to do it alone, but a consortium of nations and space agencies could achieve it within 20 years.;Paul Davies;alone
Should we find a second form of life right here on our doorstep, we could be confident that life is a truly cosmic phenomenon. If so, there may well be sentient beings somewhere in the galaxy wondering, as do we, if they are not alone in the universe.;Paul Davies;alone
One thing, however, is sure, - that in all cases the effort should be to impose all the cost of repairing the wrong upon the doer of the wrong. This alone is real justice, and of course such justice is necessarily free.;Benjamin Tucker;alone
Sisters are always drying their hair. Locked into rooms, alone, they pose at the mirror, shoulders bare, trying this way and that their hair, or fly importunate down the stair to answer the telephone.;Phyllis McGinley;alone
We'll try to include Iraqi officers in our staffs. We will do everything we can to empower Iraqi security forces to stand up on their own and operate where they can alone.;John Abizaid;alone
I would as soon put a girl alone into a closet to meditate as give her only the society of her needle.;Maria Mitchell;alone
Fear is that thing that keeps you up there on that other plateau. Fear is that thing that just keeps you closed down, and quite frankly, alone.;Andrew Shue;alone
The White House alone cannot hold its opponents accountable.;Paul Weyrich;alone
Largely this is a class thing - writers tend to be cosseted little middle-class kiddies who think that the world owes them a royalty cheque. But just doing it - being in your room for years on end, locked in your head, alone with invented ghosts - it weakens and softens the body. And I know I can't just live in my head.;Tony Parsons;alone
However, democracy cannot be defined as the existence of parliaments and elections alone.;Recep Tayyip Erdogan;alone
But Socialism, alone, can bring self-determination of their peoples.;Karl Liebknecht;alone
By being friends with all, we are not alone.;Hamad bin Isa Al Khalifa;alone
No man is an island. No man stands alone.;Dennis Brown;alone
